1298950155731898369,anttigronow,"Social & political scientist: climate change policy, networks, advocacy coalitions, institutions, social media, pragmatism at @helsinkiuni @SocSciHelsinki",
3254940295,tedhchen,"Social scientist studying climate change politics, international systems, and social networks. I occasionally tweet weird things to test Twitter's api.",3
1262374951916625925,arttumalkamaki,"Postdoctoral researcher in political science @SocSciHelsinki & @ECANETtutkimus. Tweeting about network science, inequality, and environmental politics.",3
